product,variant,sku,status,tier,cat,ckb_cost,ship_domestic_cn,agent_qc,intl_ship,duty_tax,ship_est,landed,cost_source,price,mult_now,price_proposed,mult_proposed,通常_売価,通常_粗利額,通常_粗利率,通常_限界利益,通常_BE_ROAS,通常_CPA上限,10%OFF_売価,10%OFF_粗利額,10%OFF_粗利率,10%OFF_限界利益,10%OFF_BE_ROAS,10%OFF_CPA上限,15%OFF_売価,15%OFF_粗利額,15%OFF_粗利率,15%OFF_限界利益,15%OFF_BE_ROAS,15%OFF_CPA上限,判定
フェイクファー ブランケット,フェイクファーストライプ-フルーツグリーン / 100×150cm,0c2858c8271bcdc306931d3358271c66,ACTIVE,tier-aov,textile,324.0,未確認,未確認,未確認,未確認,800,1124.0,推定(ckb_cost + ship_est),3480,3.1,3480,3.1,3480,2356,67.7%,2231,1.56,1562,3132,2008,64.1%,1895,1.65,1327,2958,1834,62.0%,1728,1.71,1209,OK
フェイクファー ブランケット,フェイクファーストライプ-フルーツグリーン / 150×200cm,cfc43aa289e345b705e21f193a290122,ACTIVE,tier-aov,textile,549.0,未確認,未確認,未確認,未確認,800,1349.0,推定(ckb_cost + ship_est),4480,3.32,4480,3.32,4480,3131,69.9%,2970,1.51,2079,4032,2683,66.5%,2538,1.59,1776,3808,2459,64.6%,2322,1.64,1625,OK
フェイクファー ブランケット,フェイクファーストライプ-フルーツグリーン / 180×200cm,0d0bcb81ce73f807b8804b5076cdad00,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フェイクファー ブランケット,フェイクファーストライプ-キャラメル / 100×150cm,d89bdd2b32c57d34de88ae20ffcbdbbe,ACTIVE,tier-aov,textile,324.0,未確認,未確認,未確認,未確認,800,1124.0,推定(ckb_cost + ship_est),3480,3.1,3480,3.1,3480,2356,67.7%,2231,1.56,1562,3132,2008,64.1%,1895,1.65,1327,2958,1834,62.0%,1728,1.71,1209,OK
フェイクファー ブランケット,フェイクファーストライプ-キャラメル / 150×200cm,f2bf4facb88d57e026c8ef3ed0839a98,ACTIVE,tier-aov,textile,549.0,未確認,未確認,未確認,未確認,800,1349.0,推定(ckb_cost + ship_est),4480,3.32,4480,3.32,4480,3131,69.9%,2970,1.51,2079,4032,2683,66.5%,2538,1.59,1776,3808,2459,64.6%,2322,1.64,1625,OK
フェイクファー ブランケット,フェイクファーストライプ-キャラメル / 180×200cm,4801cf62801f3d875f5678e0ece36469,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フェイクファー ブランケット,フェイクファーストライプ-ブルー / 100×150cm,ff81abc9501768f632305d4ee8f39742,ACTIVE,tier-aov,textile,324.0,未確認,未確認,未確認,未確認,800,1124.0,推定(ckb_cost + ship_est),3480,3.1,3480,3.1,3480,2356,67.7%,2231,1.56,1562,3132,2008,64.1%,1895,1.65,1327,2958,1834,62.0%,1728,1.71,1209,OK
フェイクファー ブランケット,フェイクファーストライプ-ブルー / 150×200cm,a82c10cb9965aa01be6188d2ace920e0,ACTIVE,tier-aov,textile,549.0,未確認,未確認,未確認,未確認,800,1349.0,推定(ckb_cost + ship_est),4480,3.32,4480,3.32,4480,3131,69.9%,2970,1.51,2079,4032,2683,66.5%,2538,1.59,1776,3808,2459,64.6%,2322,1.64,1625,OK
フェイクファー ブランケット,フェイクファーストライプ-ブルー / 180×200cm,e1935a7a09805cba71df52da24f7116d,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フェイクファー ブランケット,フェイクファーストライプ-ターメリックイエロー / 100×150cm,327bd51c72444e3414a91a64a9da2896,ACTIVE,tier-aov,textile,324.0,未確認,未確認,未確認,未確認,800,1124.0,推定(ckb_cost + ship_est),3480,3.1,3480,3.1,3480,2356,67.7%,2231,1.56,1562,3132,2008,64.1%,1895,1.65,1327,2958,1834,62.0%,1728,1.71,1209,OK
フェイクファー ブランケット,フェイクファーストライプ-ターメリックイエロー / 150×200cm,0f5576d828eee16041c802ec84715b87,ACTIVE,tier-aov,textile,549.0,未確認,未確認,未確認,未確認,800,1349.0,推定(ckb_cost + ship_est),4480,3.32,4480,3.32,4480,3131,69.9%,2970,1.51,2079,4032,2683,66.5%,2538,1.59,1776,3808,2459,64.6%,2322,1.64,1625,OK
フェイクファー ブランケット,フェイクファーストライプ-ターメリックイエロー / 180×200cm,9542c4e6f244ad5ae289368a369449a5,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フェイクファー ブランケット,フェイクファーストライプ-ライトパープル / 100×150cm,3aa1f9d26861f0c3645ee3a3e51bc028,ACTIVE,tier-aov,textile,324.0,未確認,未確認,未確認,未確認,800,1124.0,推定(ckb_cost + ship_est),3480,3.1,3480,3.1,3480,2356,67.7%,2231,1.56,1562,3132,2008,64.1%,1895,1.65,1327,2958,1834,62.0%,1728,1.71,1209,OK
フェイクファー ブランケット,フェイクファーストライプ-ライトパープル / 150×200cm,1eccae5d97de019e00f4221da28f1c3f,ACTIVE,tier-aov,textile,549.0,未確認,未確認,未確認,未確認,800,1349.0,推定(ckb_cost + ship_est),4480,3.32,4480,3.32,4480,3131,69.9%,2970,1.51,2079,4032,2683,66.5%,2538,1.59,1776,3808,2459,64.6%,2322,1.64,1625,OK
フェイクファー ブランケット,フェイクファーストライプ-ライトパープル / 180×200cm,e80459fded21fd254cedb7f52adbe8ea,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フラワー キャットタワー,花柄（花パーツ取り外し可）,fb7d098a2ec2110da668c161e1344f1f,ACTIVE,tier-core,cat-tower,6897.0,未確認,未確認,未確認,未確認,3500,10397.0,推定(ckb_cost + ship_est),31480,3.03,31480,3.03,31480,21083,67.0%,19950,1.58,13965,28332,17935,63.3%,16915,1.67,11841,26758,16361,61.1%,15398,1.74,10778,要検討: 15%OFF後 ×2.57 < 2.6
フラワー キャットタワー,ホワイト（花パーツ取り外し可）,fe5d75c6f93254e45c1becb57402bc81,ACTIVE,tier-core,cat-tower,6897.0,未確認,未確認,未確認,未確認,3500,10397.0,推定(ckb_cost + ship_est),31480,3.03,31480,3.03,31480,21083,67.0%,19950,1.58,13965,28332,17935,63.3%,16915,1.67,11841,26758,16361,61.1%,15398,1.74,10778,要検討: 15%OFF後 ×2.57 < 2.6
フラワー フロアクッション,ピンク / 直径50cm,2bd54ec1a89a8bdc734f1b05693653c4,ACTIVE,tier-aov,cushion,894.0,未確認,未確認,未確認,未確認,800,1694.0,推定(ckb_cost + ship_est),8480,5.01,5480,3.23,8480,6786,80.0%,6481,1.31,4537,7632,5938,77.8%,5663,1.35,3964,7208,5514,76.5%,5255,1.37,3678,OK
フラワー フロアクッション,ピンク / 直径40cm,63de84b56a8a6923bcb25dbaf4c318e3,ACTIVE,tier-aov,cushion,594.0,未確認,未確認,未確認,未確認,800,1394.0,推定(ckb_cost + ship_est),7480,5.37,4480,3.21,7480,6086,81.4%,5817,1.29,4072,6732,5338,79.3%,5096,1.32,3567,6358,4964,78.1%,4735,1.34,3315,OK
フラワー フロアクッション,イエロー / 直径50cm,b37b05b63a8197c0526904d5fce41ee0,ACTIVE,tier-aov,cushion,894.0,未確認,未確認,未確認,未確認,800,1694.0,推定(ckb_cost + ship_est),8480,5.01,5480,3.23,8480,6786,80.0%,6481,1.31,4537,7632,5938,77.8%,5663,1.35,3964,7208,5514,76.5%,5255,1.37,3678,OK
フラワー フロアクッション,イエロー / 直径40cm,5c7f336a7adf8976ae5c478b5608b81a,ACTIVE,tier-aov,cushion,594.0,未確認,未確認,未確認,未確認,800,1394.0,推定(ckb_cost + ship_est),7480,5.37,4480,3.21,7480,6086,81.4%,5817,1.29,4072,6732,5338,79.3%,5096,1.32,3567,6358,4964,78.1%,4735,1.34,3315,OK
フラワー フロアクッション,グレー / 直径50cm,ad2d5830a7985734a04c8a7d6fccaefe,ACTIVE,tier-aov,cushion,894.0,未確認,未確認,未確認,未確認,800,1694.0,推定(ckb_cost + ship_est),8480,5.01,5480,3.23,8480,6786,80.0%,6481,1.31,4537,7632,5938,77.8%,5663,1.35,3964,7208,5514,76.5%,5255,1.37,3678,OK
フラワー フロアクッション,グレー / 直径40cm,20035f21512475bd686fb24c7e99119b,ACTIVE,tier-aov,cushion,594.0,未確認,未確認,未確認,未確認,800,1394.0,推定(ckb_cost + ship_est),7480,5.37,4480,3.21,7480,6086,81.4%,5817,1.29,4072,6732,5338,79.3%,5096,1.32,3567,6358,4964,78.1%,4735,1.34,3315,OK
フラワー フロアクッション,グリーン / 直径50cm,19c4dca0b8d42491f406f3d1dcc2fe0a,ACTIVE,tier-aov,cushion,894.0,未確認,未確認,未確認,未確認,800,1694.0,推定(ckb_cost + ship_est),8480,5.01,5480,3.23,8480,6786,80.0%,6481,1.31,4537,7632,5938,77.8%,5663,1.35,3964,7208,5514,76.5%,5255,1.37,3678,OK
フラワー フロアクッション,グリーン / 直径40cm,730b1b4096305a288f8a15defb663f8c,ACTIVE,tier-aov,cushion,594.0,未確認,未確認,未確認,未確認,800,1394.0,推定(ckb_cost + ship_est),7480,5.37,4480,3.21,7480,6086,81.4%,5817,1.29,4072,6732,5338,79.3%,5096,1.32,3567,6358,4964,78.1%,4735,1.34,3315,OK
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / レッド,d967da910e3b6ea7b627b1d9c288966c,ACTIVE,tier-core,lighting,469.0,未確認,未確認,未確認,未確認,1750,2219.0,推定(ckb_cost + ship_est),6980,3.15,6980,3.15,6980,4761,68.2%,4510,1.55,3157,6282,4063,64.7%,3837,1.64,2686,5933,3714,62.6%,3500,1.69,2450,OK
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / ホワイト,c1ded289d3375253bdea2c25abf7cea3,ACTIVE,tier-core,lighting,469.0,未確認,未確認,未確認,未確認,1750,2219.0,推定(ckb_cost + ship_est),6980,3.15,6980,3.15,6980,4761,68.2%,4510,1.55,3157,6282,4063,64.7%,3837,1.64,2686,5933,3714,62.6%,3500,1.69,2450,OK
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / ピンク,5c8ed019d1eb4dfa2f86c57e0ff40cfc,ACTIVE,tier-core,lighting,469.0,未確認,未確認,未確認,未確認,1750,2219.0,推定(ckb_cost + ship_est),6980,3.15,6980,3.15,6980,4761,68.2%,4510,1.55,3157,6282,4063,64.7%,3837,1.64,2686,5933,3714,62.6%,3500,1.69,2450,OK
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / イエロー,5355a954c7015707872313a25e6206e3,ACTIVE,tier-core,lighting,469.0,未確認,未確認,未確認,未確認,1750,2219.0,推定(ckb_cost + ship_est),6980,3.15,6980,3.15,6980,4761,68.2%,4510,1.55,3157,6282,4063,64.7%,3837,1.64,2686,5933,3714,62.6%,3500,1.69,2450,OK
フランネル ブランケット,スペースグレイ / 100×150cm（約390g）,c4acced1debba629b67fea653ed982ab,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,スペースグレイ / 150×200cm（約820g）,452655176431a63bad1928eadefe92dd,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,スペースグレイ / 180×200cm（約950g）,4c641b92d632cc1367fe770d3c9b98a9,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,ピンキー / 100×150cm（約390g）,1196318b1d4cdae7e370dc0d5e2f93df,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,ピンキー / 150×200cm（約820g）,c646487cc16b82f676032ade9d67ff55,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,ピンキー / 180×200cm（約950g）,f1feee9899f613978975ee1adfaefe36,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,フルーツグリーン / 100×150cm（約390g）,2e8684b072b42006fb02724ee58d3213,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,フルーツグリーン / 150×200cm（約820g）,3251606a990845aef651d2ad9fadf748,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,フルーツグリーン / 180×200cm（約950g）,66d8ea11eba5ee0ce2b7b7b7b0e31660,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,カーキ / 100×150cm（約390g）,f9ec1cd11bafd890b7f55f59a789ff06,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,カーキ / 150×200cm（約820g）,c913286878c0dfb3693ccb409a458ddf,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,カーキ / 180×200cm（約950g）,dfb471855e0606419c6bef5bc00359fb,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,ブルーグレー / 100×150cm（約390g）,1197ee2cdeea09dccfbb51439b8b4f15,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,ブルーグレー / 150×200cm（約820g）,1d3ecc01bf4ae9cd69951920a662f826,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,ブルーグレー / 180×200cm（約950g）,4a3bc10f14e4c1ce6cd037cf909d4291,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,オフホワイト / 100×150cm（約390g）,55440b7f0d45a7a0fc14e08952a8d76d,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,オフホワイト / 150×200cm（約820g）,e47a06781d253236d1113288a722b998,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,オフホワイト / 180×200cm（約950g）,b6363a92b7a64b03eed32322b6515cb2,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,カラメル / 100×150cm（約390g）,e90ba25225f6287e4549dd2772c7dfbe,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,カラメル / 150×200cm（約820g）,db3b3aeed211745fd805473087efb4c0,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,カラメル / 180×200cm（約950g）,5007adb61e1ed4a493a48f67b171aa22,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,フォググレー / 100×150cm（約390g）,c4584d40eeed582143775e8ec675c943,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,フォググレー / 150×200cm（約820g）,142eb05285cad0a4ab99342734d5801d,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,フォググレー / 180×200cm（約950g）,bdfedfa8a7216b2b44d2c1f39498225e,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,ライトグレー / 100×150cm（約390g）,0aeadce8618637984c4ccdd619804b74,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,ライトグレー / 150×200cm（約820g）,0d4d0b49ecfad1aa9d9eecfa80d87361,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,ライトグレー / 180×200cm（約950g）,128863319c7884484770419caa56efa9,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,イエロー / 100×150cm（約390g）,d6bdcee64f5750d6950fab1173e82c0f,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,イエロー / 150×200cm（約820g）,0bfde4a02208f5e75f575e54cbb29e74,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,イエロー / 180×200cm（約950g）,83632dbf2bc5c22665ddaad80fcf3e78,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
フランネル ブランケット,バイオレット / 100×150cm（約390g）,1e44264a5c02b85dff99e19db7947ec5,ACTIVE,tier-aov,textile,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
フランネル ブランケット,バイオレット / 150×200cm（約820g）,019ce43de93970505071df6e000bf6cb,ACTIVE,tier-aov,textile,574.0,未確認,未確認,未確認,未確認,800,1374.0,推定(ckb_cost + ship_est),4480,3.26,4480,3.26,4480,3106,69.3%,2945,1.52,2061,4032,2658,65.9%,2513,1.60,1759,3808,2434,63.9%,2297,1.66,1608,OK
フランネル ブランケット,バイオレット / 180×200cm（約950g）,e9435186290cd889a961fef393727ba3,ACTIVE,tier-aov,textile,624.0,未確認,未確認,未確認,未確認,800,1424.0,推定(ckb_cost + ship_est),4480,3.15,4480,3.15,4480,3056,68.2%,2895,1.55,2026,4032,2608,64.7%,2463,1.64,1724,3808,2384,62.6%,2247,1.69,1573,OK
プラッシュ クッション,両面-Wパターンベージュ / 45* 45センチメートル（コアなし）,da7295269ce19e20aa497af582e1a0bb,DRAFT,tier-aov,cushion,344.0,未確認,未確認,未確認,未確認,800,1144.0,推定(ckb_cost + ship_est),3480,3.04,3480,3.04,3480,2336,67.1%,2211,1.57,1548,3132,1988,63.5%,1875,1.67,1313,2958,1814,61.3%,1708,1.73,1195,要検討: 15%OFF後 ×2.59 < 2.6
プラッシュ クッション,両面-W柄レザーパウダー / 45* 45センチメートル（コアなし）,a52fdeba31cb7e146072603005a52b5f,DRAFT,tier-aov,cushion,344.0,未確認,未確認,未確認,未確認,800,1144.0,推定(ckb_cost + ship_est),3480,3.04,3480,3.04,3480,2336,67.1%,2211,1.57,1548,3132,1988,63.5%,1875,1.67,1313,2958,1814,61.3%,1708,1.73,1195,要検討: 15%OFF後 ×2.59 < 2.6
プラッシュ クッション,両面-Wパターン、グレー / 45* 45センチメートル（コアなし）,4e792efd816ff3ab09bc87f3e70446e8,DRAFT,tier-aov,cushion,344.0,未確認,未確認,未確認,未確認,800,1144.0,推定(ckb_cost + ship_est),3480,3.04,3480,3.04,3480,2336,67.1%,2211,1.57,1548,3132,1988,63.5%,1875,1.67,1313,2958,1814,61.3%,1708,1.73,1195,要検討: 15%OFF後 ×2.59 < 2.6
プラッシュ クッション,両面-W柄、ライトブラウン / 45* 45センチメートル（コアなし）,8b6b1edfd7b7a99c731285c4f2e14ec6,DRAFT,tier-aov,cushion,344.0,未確認,未確認,未確認,未確認,800,1144.0,推定(ckb_cost + ship_est),3480,3.04,3480,3.04,3480,2336,67.1%,2211,1.57,1548,3132,1988,63.5%,1875,1.67,1313,2958,1814,61.3%,1708,1.73,1195,要検討: 15%OFF後 ×2.59 < 2.6
プラッシュ クッション,両面-A字型フラワーベージュ / 45* 45センチメートル（コアなし）,a85c759b184efcad7b292631d65261c8,DRAFT,tier-aov,cushion,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
プラッシュ クッション,両面-A字型フラワースキンパウダー / 45* 45センチメートル（コアなし）,66c8fe9c01869bc1f56eca6cfd39e7c6,DRAFT,tier-aov,cushion,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
プラッシュ クッション,両面-A字型フラワーグレー / 45* 45センチメートル（コアなし）,a99d9ae1654d2d71d6cddb4e2cff040d,DRAFT,tier-aov,cushion,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
プラッシュ クッション,両面-A字型フラワーライトブラウン / 45* 45センチメートル（コアなし）,17086de7d4f1140ae2512316522deb20,DRAFT,tier-aov,cushion,299.0,未確認,未確認,未確認,未確認,800,1099.0,推定(ckb_cost + ship_est),3480,3.17,3480,3.17,3480,2381,68.4%,2256,1.54,1579,3132,2033,64.9%,1920,1.63,1344,2958,1859,62.8%,1753,1.69,1227,OK
