商品,variant,sku,status,tier,cat,分類,ship_bucket,ship_est,ckb_cost,推定着地原価,cost_source,Sale除外,現価格,新通常価格,備考,PAIR対象,通常_売価,通常_粗利額,通常_粗利率,通常_限界利益,通常_BE_ROAS,通常_CPA上限,通常_返金引当,通常_倍率,SummerSale10_売価,SummerSale10_粗利額,SummerSale10_粗利率,SummerSale10_限界利益,SummerSale10_BE_ROAS,SummerSale10_CPA上限,SummerSale10_返金引当,SummerSale10_倍率,MB2点_売価,MB2点_粗利額,MB2点_粗利率,MB2点_限界利益,MB2点_BE_ROAS,MB2点_CPA上限,MB2点_返金引当,MB2点_倍率,MB3点以上_売価,MB3点以上_粗利額,MB3点以上_粗利率,MB3点以上_限界利益,MB3点以上_BE_ROAS,MB3点以上_CPA上限,MB3点以上_返金引当,MB3点以上_倍率,PAIR15_売価,PAIR15_粗利額,PAIR15_粗利率,PAIR15_限界利益,PAIR15_BE_ROAS,PAIR15_CPA上限,PAIR15_返金引当,PAIR15_倍率
ルナ ウォールライト,3色切替 / アンバー,8d8d2c7182276a6df84fbf6bed183fc5,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9980,9980,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,3色切替 / クリアブラック,7ccd3a27929a58fb8829af6bb33831a4,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9980,9980,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,3色切替 / スモーキーグレー,a0ecebc1599e7cb2d56e4ee18157ba93,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9980,9980,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ルナ ウォールライト,3色切替 / クリアホワイト,bab0af12fef04105c5c95d00eab84dc2,DRAFT,tier-core,lighting,除外_DRAFT,中型,1750,,原価待ち,原価待ち,,9980,9980,価格設計対象外(除外_DRAFT),—,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,原価待ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レジン スカルプチャーオブジェ,18CM マルセイユ,b9bd5c1034a5dcb2891e32a6a6df4368,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,389,1189,推定(ckb_cost + ship_est),,3980,3480,Owner承認済み,—,3480,2291,65.8%,1932,1.80,1353,233,2.93,,,,,,,,,3132,1943,62.0%,1614,1.94,1130,216,2.63,2958,1769,59.8%,1455,2.03,1019,207,2.49,,,,,,,,
レジン スカルプチャーオブジェ,15センチデビッド,6f718b090047f87d13987ada61115234,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,389,1189,推定(ckb_cost + ship_est),,3980,3480,Owner承認済み,—,3480,2291,65.8%,1932,1.80,1353,233,2.93,,,,,,,,,3132,1943,62.0%,1614,1.94,1130,216,2.63,2958,1769,59.8%,1455,2.03,1019,207,2.49,,,,,,,,
レジン スカルプチャーオブジェ,15センチメートルアポロ,c13c9a63c3ef9bf9efa4e8b75ab0e914,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,389,1189,推定(ckb_cost + ship_est),,3980,3480,Owner承認済み,—,3480,2291,65.8%,1932,1.80,1353,233,2.93,,,,,,,,,3132,1943,62.0%,1614,1.94,1130,216,2.63,2958,1769,59.8%,1455,2.03,1019,207,2.49,,,,,,,,
ロロ サイドテーブル,イエロー,cc7f970733f1f71ee4a03c394c855fcb,ACTIVE,tier-brand-builder,table,SUMMER_SALE,大型,3500,3404,6904,推定(ckb_cost + ship_est),,20980,19980,Owner承認済み,—,19980,13076,65.4%,11013,1.81,7709,1344,2.89,17982,11078,61.6%,9186,1.96,6430,1244,2.60,,,,,,,,,,,,,,,,,,,,,,,,
ロロ サイドテーブル,ブラック,95d874d1d07cb6db1f02970b435c6e62,ACTIVE,tier-brand-builder,table,SUMMER_SALE,大型,3500,3404,6904,推定(ckb_cost + ship_est),,20980,19980,Owner承認済み,—,19980,13076,65.4%,11013,1.81,7709,1344,2.89,17982,11078,61.6%,9186,1.96,6430,1244,2.60,,,,,,,,,,,,,,,,,,,,,,,,
ロロ サイドテーブル,ホワイト,ef809f15a456dce687bdf9bca30f4a23,ACTIVE,tier-brand-builder,table,SUMMER_SALE,大型,3500,3404,6904,推定(ckb_cost + ship_est),,20980,19980,Owner承認済み,—,19980,13076,65.4%,11013,1.81,7709,1344,2.89,17982,11078,61.6%,9186,1.96,6430,1244,2.60,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ウォールナット × ブラック脚 50cm / 組み立て式,da2ba66aab28abeb0e68028421b986a5,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,5497,8997,推定(ckb_cost + ship_est),,27480,26980,50cm,—,26980,17983,66.7%,15213,1.77,10649,1799,3.00,24282,15285,62.9%,12747,1.90,8923,1664,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,マットブラック × ブラック脚 50cm / 組み立て式,73e99259ea217a46565ce5c25895c775,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,5497,8997,推定(ckb_cost + ship_est),,27480,26980,50cm,—,26980,17983,66.7%,15213,1.77,10649,1799,3.00,24282,15285,62.9%,12747,1.90,8923,1664,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ホワイト × ブラック脚 50cm / 組み立て式,3ce337b18dce0b9cf2ac313d2f16567f,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,5497,8997,推定(ckb_cost + ship_est),,27480,26980,50cm,—,26980,17983,66.7%,15213,1.77,10649,1799,3.00,24282,15285,62.9%,12747,1.90,8923,1664,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ウォールナット × ホワイト脚 50cm / 組み立て式,dd73b33abda994be14ce76419b399f6a,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,5497,8997,推定(ckb_cost + ship_est),,27480,26980,50cm,—,26980,17983,66.7%,15213,1.77,10649,1799,3.00,24282,15285,62.9%,12747,1.90,8923,1664,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,マットブラック × ホワイト脚 50cm / 組み立て式,a9762ad4df1c2ef94b333d036f15fb72,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,5497,8997,推定(ckb_cost + ship_est),,27480,26980,50cm,—,26980,17983,66.7%,15213,1.77,10649,1799,3.00,24282,15285,62.9%,12747,1.90,8923,1664,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ホワイト × ホワイト脚 50cm / 組み立て式,a7745707d9a29d49de867ad36b9300d3,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,5497,8997,推定(ckb_cost + ship_est),,27480,26980,50cm,—,26980,17983,66.7%,15213,1.77,10649,1799,3.00,24282,15285,62.9%,12747,1.90,8923,1664,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ウォールナット × ブラック脚 60cm / 組み立て式,01a6c2162acdfd3fb5bf6b9d4b7a38ec,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,6497,9997,推定(ckb_cost + ship_est),,30480,29980,60cm,—,29980,19983,66.7%,16905,1.77,11833,1999,3.00,26982,16985,62.9%,14165,1.90,9915,1849,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,マットブラック × ブラック脚 60cm / 組み立て式,2e891102d31893d4ace0f0b308986ca0,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,6497,9997,推定(ckb_cost + ship_est),,30480,29980,60cm,—,29980,19983,66.7%,16905,1.77,11833,1999,3.00,26982,16985,62.9%,14165,1.90,9915,1849,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ウォールナット × ホワイト脚 60cm / 組み立て式,16579d5d3d8ae241b5e8f1cf0815b9b4,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,6497,9997,推定(ckb_cost + ship_est),,30480,29980,60cm,—,29980,19983,66.7%,16905,1.77,11833,1999,3.00,26982,16985,62.9%,14165,1.90,9915,1849,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ホワイト × ブラック脚 60cm / 組み立て式,370cd7ae54df6b3d0627793153b57e89,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,6497,9997,推定(ckb_cost + ship_est),,30480,29980,60cm,—,29980,19983,66.7%,16905,1.77,11833,1999,3.00,26982,16985,62.9%,14165,1.90,9915,1849,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,マットブラック × ホワイト脚 60cm / 組み立て式,a5e3876532b73d5ccb8147858be445ce,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,6497,9997,推定(ckb_cost + ship_est),,30480,29980,60cm,—,29980,19983,66.7%,16905,1.77,11833,1999,3.00,26982,16985,62.9%,14165,1.90,9915,1849,2.70,,,,,,,,,,,,,,,,,,,,,,,,
ロンド コーヒーテーブル,ホワイト × ホワイト脚 60cm / 組み立て式,3e7606c8d1f6da37581ab19849a34061,ACTIVE,tier-core,table,SUMMER_SALE,大型,3500,6497,9997,推定(ckb_cost + ship_est),,30480,29980,60cm,—,29980,19983,66.7%,16905,1.77,11833,1999,3.00,26982,16985,62.9%,14165,1.90,9915,1849,2.70,,,,,,,,,,,,,,,,,,,,,,,,
手編みコースター,直径12センチのマウス,e4c1bbed3ed125e09f392c2835b64634,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),,3480,2980,CKB 232-299帯,—,2980,1881,63.1%,1570,1.90,1099,204,2.71,,,,,,,,,2682,1583,59.0%,1297,2.07,908,189,2.44,2533,1434,56.6%,1161,2.18,813,182,2.30,,,,,,,,
手編みコースター,アプリコットリス直径12cm,4e26c52e09e526d4e4e7aa0a006e7b8e,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,232,1032,推定(ckb_cost + ship_est),,3480,2980,CKB 232-299帯,—,2980,1948,65.4%,1640,1.82,1148,201,2.89,,,,,,,,,2682,1650,61.5%,1368,1.96,957,186,2.60,2533,1501,59.3%,1232,2.06,862,178,2.45,,,,,,,,
手編みコースター,カエルの直径は12cmです,f66ade5d5c4d93f26d8e63fce6e03096,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,232,1032,推定(ckb_cost + ship_est),,3480,2980,CKB 232-299帯,—,2980,1948,65.4%,1640,1.82,1148,201,2.89,,,,,,,,,2682,1650,61.5%,1368,1.96,957,186,2.60,2533,1501,59.3%,1232,2.06,862,178,2.45,,,,,,,,
手編みコースター,直径12cmのピンクリス,d1950deb7ed9a7f3d33b9f283826ed36,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,232,1032,推定(ckb_cost + ship_est),,3480,2980,CKB 232-299帯,—,2980,1948,65.4%,1640,1.82,1148,201,2.89,,,,,,,,,2682,1650,61.5%,1368,1.96,957,186,2.60,2533,1501,59.3%,1232,2.06,862,178,2.45,,,,,,,,
手編みコースター,トカゲ 12 センチ,985d44c5315c47c3f94288d945554b6f,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,349,1149,推定(ckb_cost + ship_est),,3980,3480,CKB 349-499帯,—,3480,2331,67.0%,1974,1.76,1382,231,3.03,,,,,,,,,3132,1983,63.3%,1656,1.89,1159,214,2.73,2958,1809,61.2%,1497,1.98,1048,205,2.57,,,,,,,,
手編みコースター,12cm ダック,4df925651476dd0fc36d6f6c6ccc7afb,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,232,1032,推定(ckb_cost + ship_est),,3480,2980,CKB 232-299帯,—,2980,1948,65.4%,1640,1.82,1148,201,2.89,,,,,,,,,2682,1650,61.5%,1368,1.96,957,186,2.60,2533,1501,59.3%,1232,2.06,862,178,2.45,,,,,,,,
手編みコースター,明るい色のカメ,8357c023c320a6691fc995f931fdea8f,ACTIVE,tier-aov,object,MULTI_BUY,小物,800,499,1299,推定(ckb_cost + ship_est),,3980,3480,CKB 349-499帯,—,3480,2181,62.7%,1817,1.92,1272,239,2.68,,,,,,,,,3132,1833,58.5%,1499,2.09,1049,222,2.41,2958,1659,56.1%,1340,2.21,938,213,2.28,,,,,,,,
